0.13	0	0
0.177	175	153
0.208	175	153
0.225	175	153
0.242	175	153
0.258	175	153
0.275	175	153
0.291	175	153
0.308	175	153
0.324	175	153
0.342	175	153
0.358	175	153
0.375	181	153
0.391	195	151
0.409	204	150
0.425	212	148
0.443	219	147
0.458	221	147
0.474	224	147
0.492	226	147
0.509	226	147
0.526	226	147
0.541	226	147
0.558	226	147
0.575	226	147
0.592	226	147
0.609	226	147
0.625	226	147
0.643	226	147
0.658	226	147
0.675	226	147
0.692	226	147
0.708	226	147
0.725	226	147
0.742	226	147
0.758	226	147
Mouse Click
0.775	226	147
0.792	226	147
0.808	226	147
0.825	226	147
0.841	226	147
0.858	226	147
0.876	226	147
0.891	226	147
0.908	226	147
0.925	226	147
0.942	226	147
0.959	226	147
0.975	226	147
0.991	226	147
1.009	226	147
1.025	226	147
1.041	226	147
1.059	226	147
1.076	226	147
1.092	226	147
1.108	226	147
1.125	226	147
1.142	226	147
1.158	226	147
1.175	226	147
1.192	226	147
1.208	226	147
1.226	226	147
1.241	226	147
1.26	226	147
1.275	226	147
1.292	226	147
1.308	226	147
1.325	226	147
1.342	226	147
1.358	226	147
1.379	226	147
1.396	226	147
1.414	226	147
1.429	226	147
1.447	226	147
1.463	226	147
1.48	226	147
1.495	226	147
1.512	226	147
1.533	226	147
1.55	226	147
1.566	226	147
1.584	226	147
1.6	226	147
1.616	226	147
1.635	226	147
1.65	226	147
1.666	226	147
1.683	226	147
1.7	226	147
1.716	226	147
1.734	226	147
1.751	226	147
1.766	226	147
1.784	226	147
1.801	226	147
1.816	226	147
1.833	226	147
1.851	226	147
1.868	226	147
1.884	226	147
1.901	226	147
1.917	226	147
1.933	226	147
1.951	226	147
1.967	226	147
1.984	226	147
2.001	226	147
2.017	226	147
2.033	226	147
2.05	226	147
2.068	226	147
2.083	226	147
2.101	226	147
2.117	226	147
2.133	226	147
2.149	226	147
2.17	226	147
2.186	226	147
2.203	226	147
2.22	226	147
2.237	226	147
2.252	226	147
2.27	226	147
2.286	226	147
2.302	226	147
2.32	226	147
2.336	226	147
2.352	226	147
2.37	226	147
2.386	226	147
2.403	226	147
2.42	226	147
2.436	226	147
2.458	226	147
2.474	226	147
2.491	226	147
2.508	226	147
2.524	226	147
