Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0140,0.03,0.10,-1.00,3.30,3.42,1.65
0.0290,0.04,0.10,-1.00,3.17,3.17,2.08
0.0440,0.05,0.10,-0.99,2.99,3.30,2.14
0.0590,0.06,0.10,-0.99,3.11,3.48,1.89
0.0750,0.05,0.09,-0.99,3.30,3.36,1.71
0.0830,0.02,0.12,-1.00,3.36,3.11,2.14
0.1010,0.04,0.11,-1.00,3.17,2.75,1.65
0.1160,0.07,0.10,-0.99,3.23,3.11,1.83
0.1330,0.07,0.12,-0.99,3.17,3.30,2.01
0.1500,0.04,0.12,-1.00,3.42,3.23,1.89
0.1670,0.04,0.12,-1.00,3.36,3.11,1.77
0.1830,0.04,0.12,-1.00,3.05,2.99,2.08
0.1990,0.06,0.12,-0.99,3.17,3.17,1.83
0.2150,0.06,0.12,-0.99,3.30,3.17,1.89
0.2310,0.03,0.14,-1.00,3.54,3.54,1.95
0.2480,0.03,0.14,-1.00,3.17,2.75,1.83
0.2630,0.06,0.12,-0.99,3.05,2.62,1.89
0.2780,0.07,0.13,-0.99,3.11,3.36,1.89
0.2840,0.05,0.13,-0.99,3.11,3.54,1.95
0.3100,0.04,0.13,-1.00,3.30,3.17,1.89
0.3250,0.05,0.14,-0.99,3.23,2.99,1.89
0.3330,0.09,0.13,-0.99,3.23,2.93,1.77
0.3500,0.07,0.12,-0.99,3.17,2.99,1.95
0.3670,0.05,0.13,-1.00,3.36,3.17,2.14
0.3830,0.03,0.13,-1.00,3.11,3.30,1.95
0.4000,0.05,0.12,-1.00,2.99,2.93,1.89
0.4170,0.06,0.12,-0.99,3.11,3.11,1.95
0.4330,0.05,0.12,-1.00,3.23,3.11,1.95
0.4510,0.04,0.12,-1.00,3.30,3.17,1.89
0.4660,0.04,0.12,-1.00,3.17,2.93,1.83
0.4830,0.05,0.11,-0.99,3.23,2.81,1.83
0.5000,0.06,0.11,-0.99,3.30,3.05,1.95
0.5150,0.04,0.11,-1.00,3.23,3.30,2.08
0.5310,0.03,0.11,-1.00,3.36,2.99,2.01
0.5480,0.05,0.11,-0.99,2.99,3.17,1.83
0.5500,0.06,0.11,-0.99,3.17,3.05,1.89
0.5670,0.05,0.11,-0.99,3.23,3.36,1.89
0.5830,0.04,0.11,-1.00,3.05,2.99,2.01
0.6040,0.04,0.12,-1.00,3.30,2.87,1.71
0.6210,0.05,0.11,-0.99,3.23,3.05,1.83
0.6390,0.06,0.11,-0.99,3.23,2.75,1.89
0.6540,0.05,0.12,-0.99,3.23,3.30,2.01
0.6710,0.04,0.12,-1.00,3.17,3.42,1.95
0.6720,0.05,0.12,-1.00,3.17,2.99,2.01
0.7020,0.06,0.12,-0.99,2.99,2.87,1.83
0.7050,0.06,0.12,-0.99,3.36,3.36,1.83
0.7290,0.05,0.12,-0.99,3.36,3.17,1.83
0.7370,0.04,0.13,-1.00,3.48,3.17,1.95
0.7580,0.05,0.13,-0.99,3.42,2.62,1.71
0.7750,0.06,0.12,-0.99,3.11,2.99,2.08
0.7910,0.05,0.13,-0.99,3.42,2.99,1.89
0.8090,0.05,0.13,-1.00,3.42,2.81,1.89
0.8250,0.04,0.13,-1.00,3.60,2.75,1.89
0.8410,0.05,0.12,-1.00,3.23,2.99,1.83
0.8560,0.06,0.12,-0.99,3.23,3.23,1.89
0.8600,0.05,0.12,-0.99,3.30,3.17,1.89
0.8750,0.04,0.12,-1.00,3.23,2.69,1.83
0.9040,0.04,0.12,-1.00,3.11,3.11,1.89
0.9200,0.05,0.12,-0.99,3.36,2.81,1.89
0.9350,0.05,0.12,-0.99,3.48,2.44,1.83
0.9500,0.05,0.12,-1.00,3.36,2.99,1.89
0.9660,0.04,0.12,-1.00,3.17,3.11,1.83
0.9760,0.05,0.11,-1.00,3.30,2.56,1.89
0.9910,0.05,0.11,-0.99,3.30,3.11,1.83
1.0090,0.05,0.11,-0.99,3.23,3.23,1.77
1.0260,0.04,0.11,-1.00,3.30,3.23,1.95
1.0410,0.04,0.12,-1.00,3.23,2.81,1.89
1.0580,0.05,0.11,-0.99,3.23,3.17,2.01
1.0740,0.05,0.11,-0.99,3.17,3.05,2.08
1.0890,0.05,0.12,-0.99,3.36,3.05,2.01
1.0930,0.04,0.12,-1.00,3.48,2.93,2.01
1.1210,0.04,0.12,-0.99,3.30,2.93,1.89
1.1290,0.05,0.12,-0.99,3.30,2.93,1.95
1.1420,0.06,0.12,-0.99,3.54,2.87,1.95
1.1680,0.05,0.12,-1.00,3.23,3.11,2.01
1.1760,0.04,0.13,-1.00,3.36,2.75,1.83
1.1990,0.05,0.12,-0.99,3.36,2.87,1.71
1.2090,0.05,0.12,-0.99,3.17,2.99,1.89
1.2290,0.05,0.12,-0.99,3.42,2.93,1.89
1.2420,0.05,0.12,-1.00,3.30,2.44,1.71
1.2580,0.04,0.13,-1.00,3.17,2.81,1.83
1.2750,0.05,0.12,-0.99,2.99,2.56,1.83
1.2920,0.05,0.12,-0.99,3.48,2.87,1.89
1.3080,0.05,0.12,-1.00,3.11,3.05,1.83
1.3240,0.04,0.12,-1.00,3.36,2.99,1.77
1.3390,0.04,0.12,-1.00,3.17,2.93,1.83
1.3540,0.05,0.12,-0.99,2.99,2.81,1.89
1.3580,0.05,0.12,-0.99,3.23,2.87,1.83
1.3740,0.05,0.12,-1.00,3.11,3.05,1.89
1.3950,0.04,0.12,-1.00,3.54,2.69,1.83
1.4110,0.05,0.11,-0.99,3.30,2.50,1.71
1.4300,0.05,0.11,-0.99,3.42,2.87,1.77
1.4450,0.05,0.11,-0.99,3.48,2.93,1.71
1.4620,0.04,0.12,-1.00,3.23,3.11,2.01
1.4770,0.04,0.12,-1.00,3.23,2.69,1.83
1.4950,0.05,0.12,-0.99,3.48,2.93,1.83
1.5110,0.05,0.11,-0.99,3.17,2.81,1.89
1.5270,0.05,0.12,-1.00,3.48,3.05,2.01
1.5440,0.04,0.12,-1.00,3.17,2.81,2.01
1.5590,0.05,0.12,-0.99,3.30,2.93,1.95
1.5750,0.05,0.12,-0.99,3.42,2.87,1.89
1.5900,0.05,0.12,-0.99,3.42,3.05,1.89
1.6050,0.05,0.12,-1.00,3.23,2.87,2.08
1.6210,0.05,0.12,-1.00,3.23,3.23,1.89
1.6360,0.05,0.12,-0.99,3.11,2.75,1.83
1.6450,0.05,0.12,-0.99,3.11,2.50,1.95
1.6610,0.05,0.12,-0.99,3.48,2.75,1.77
1.6810,0.05,0.12,-1.00,3.30,2.93,1.83
1.6830,0.05,0.12,-1.00,3.23,2.38,1.83
1.6990,0.05,0.12,-0.99,3.17,2.56,1.83
1.7160,0.05,0.12,-0.99,3.30,2.87,1.89
1.7330,0.05,0.12,-0.99,3.36,2.69,1.77
1.7490,0.05,0.12,-1.00,3.30,2.69,1.83
1.7650,0.05,0.12,-0.99,3.42,2.99,1.95
1.7880,0.05,0.12,-1.00,3.30,2.87,1.83
1.8040,0.05,0.12,-0.99,3.30,3.11,1.89
1.8210,0.05,0.12,-0.99,3.36,2.99,1.89
1.8380,0.05,0.12,-1.00,3.30,2.75,1.83
1.8530,0.05,0.12,-1.00,3.36,2.75,1.77
1.8700,0.05,0.12,-0.99,3.42,2.87,1.71
1.8860,0.05,0.12,-0.99,3.42,2.69,1.89
1.9030,0.04,0.12,-1.00,3.42,3.11,1.89
1.9040,0.05,0.12,-1.00,3.42,2.62,1.77
1.9310,0.05,0.12,-0.99,3.11,2.87,1.71
1.9430,0.05,0.12,-0.99,3.23,3.05,1.95
1.9590,0.05,0.12,-0.99,3.30,2.81,2.08
1.9770,0.05,0.12,-0.99,3.30,2.56,1.89
1.9940,0.05,0.12,-1.00,3.42,2.87,1.83
2.0090,0.05,0.12,-0.99,3.30,2.93,2.08
2.0260,0.05,0.12,-1.00,3.23,2.81,1.83
2.0430,0.05,0.12,-1.00,3.36,2.99,1.89
2.0590,0.05,0.12,-1.00,3.30,2.93,1.89
2.0750,0.05,0.12,-0.99,3.17,2.62,2.01
2.0900,0.05,0.12,-0.99,3.36,3.23,1.95
2.1050,0.05,0.12,-1.00,3.17,2.81,1.89
2.1110,0.05,0.12,-1.00,3.23,3.11,1.95
2.1310,0.05,0.12,-1.00,3.23,2.81,1.89
2.1430,0.05,0.12,-1.00,3.36,2.99,1.89
2.1620,0.05,0.12,-1.00,3.54,2.93,2.01
2.1790,0.05,0.12,-0.99,3.42,2.56,1.71
2.1950,0.05,0.12,-0.99,3.36,2.56,1.77
2.2140,0.05,0.12,-1.00,3.42,3.17,1.83
2.2300,0.05,0.12,-0.99,3.30,2.50,1.89
2.2450,0.05,0.12,-0.99,3.36,3.11,1.83
2.2610,0.05,0.12,-1.00,3.30,2.75,1.77
2.2760,0.05,0.12,-1.00,3.17,2.62,1.83
2.2790,0.05,0.12,-0.99,3.36,2.87,1.89
2.3080,0.05,0.12,-1.00,2.99,3.17,2.01
2.3160,0.05,0.12,-1.00,3.23,3.17,2.01
2.3320,0.05,0.12,-0.99,3.17,2.99,1.95
2.3490,0.05,0.12,-1.00,3.42,2.87,1.77
2.3660,0.05,0.12,-1.00,3.17,3.11,1.95
2.3820,0.05,0.12,-0.99,3.30,3.17,1.83
2.3980,0.05,0.12,-1.00,3.30,2.93,1.89
2.4150,0.05,0.12,-0.99,3.30,2.69,2.01
2.4320,0.05,0.12,-1.00,3.30,3.17,1.95
2.4470,0.05,0.12,-0.99,3.23,2.99,1.89
2.4500,0.05,0.12,-0.99,3.54,2.93,1.77
2.4650,0.05,0.12,-0.99,3.36,3.05,1.89
2.4820,0.05,0.12,-0.99,3.23,2.69,1.95
2.4990,0.05,0.12,-1.00,3.05,3.11,2.01
2.5160,0.05,0.12,-1.00,2.99,3.36,2.08
2.5320,0.05,0.12,-0.99,3.11,2.69,1.65
2.5530,0.05,0.12,-1.00,3.17,3.30,1.95
2.5700,0.05,0.12,-1.00,3.11,3.11,1.83
2.5870,0.05,0.12,-0.99,3.11,2.62,1.83
2.6040,0.05,0.12,-0.99,3.17,2.87,1.89
2.6190,0.05,0.12,-1.00,3.23,2.81,1.89
2.6370,0.05,0.12,-0.99,3.23,2.62,1.89
2.6530,0.05,0.12,-0.99,3.11,2.69,1.71
2.6700,0.05,0.12,-1.00,3.30,2.50,1.89
2.6860,0.05,0.12,-1.00,3.48,2.56,1.89
2.7020,0.05,0.12,-1.00,3.11,3.05,1.83
2.7180,0.05,0.12,-0.99,3.11,2.81,1.83
2.7340,0.05,0.12,-0.99,3.11,3.17,1.89
2.7370,0.05,0.12,-0.99,3.30,2.93,2.01
2.7660,0.05,0.12,-1.00,3.30,2.75,1.89
2.7690,0.05,0.12,-0.99,3.17,2.93,2.08
2.7880,0.05,0.12,-0.99,3.05,3.17,1.95
2.8040,0.05,0.12,-1.00,3.30,2.81,1.83
2.8230,0.05,0.12,-1.00,3.17,2.99,1.77
2.8390,0.05,0.12,-1.00,3.42,2.99,1.83
2.8570,0.05,0.12,-0.99,3.30,2.93,1.83
2.8730,0.05,0.12,-0.99,3.42,2.99,1.89
2.8900,0.05,0.12,-0.99,2.99,3.17,1.89
2.9060,0.05,0.12,-1.00,3.17,2.62,1.89
2.9210,0.05,0.12,-0.99,3.30,2.62,1.71
2.9330,0.05,0.12,-0.99,3.11,2.99,1.83
2.9390,0.05,0.12,-0.99,3.30,2.99,1.89
2.9610,0.05,0.12,-0.99,3.36,3.05,1.95
2.9780,0.05,0.12,-0.99,3.23,3.11,1.77
2.9950,0.05,0.12,-0.99,3.23,2.87,1.89
3.0120,0.05,0.12,-1.00,3.11,2.99,1.83
3.0260,0.05,0.12,-1.00,3.05,2.93,1.83
3.0330,0.05,0.12,-1.00,3.23,2.56,1.89
3.0580,0.05,0.12,-1.00,3.11,2.81,1.83
3.0740,0.05,0.12,-1.00,3.30,2.81,1.95
3.0890,0.05,0.12,-1.00,3.23,2.93,1.89
3.1040,0.05,0.12,-0.99,3.30,3.23,1.77
3.1120,0.05,0.12,-1.00,3.11,3.11,1.89
3.1330,0.05,0.12,-1.00,3.23,2.93,1.83
3.1450,0.05,0.12,-0.99,3.11,3.17,1.95
