Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0110,0.08,0.12,-0.98,2.69,3.42,1.83
0.0220,0.08,0.13,-0.98,2.69,3.30,1.71
0.0410,0.09,0.12,-0.98,2.69,3.60,1.83
0.0500,0.08,0.12,-0.98,2.56,3.48,1.89
0.0670,0.09,0.12,-0.98,3.23,3.60,1.95
0.0840,0.08,0.13,-0.98,2.50,3.54,1.89
0.1000,0.09,0.12,-0.98,2.75,3.54,1.95
0.1160,0.08,0.12,-0.98,3.17,3.91,2.01
0.1210,0.08,0.12,-0.98,2.87,3.66,1.83
0.1460,0.08,0.13,-0.98,2.99,3.78,1.95
0.1500,0.08,0.13,-0.98,2.99,3.78,1.89
0.1670,0.08,0.12,-0.98,2.69,3.05,1.95
0.1910,0.09,0.12,-0.99,2.75,3.30,1.95
0.2000,0.09,0.12,-0.98,2.93,3.48,1.95
0.2210,0.08,0.13,-0.98,3.05,3.72,1.95
0.2320,0.09,0.12,-0.98,2.75,3.54,1.89
0.2490,0.09,0.12,-0.98,2.56,3.48,1.77
0.2680,0.09,0.12,-0.98,2.81,3.54,1.83
0.2830,0.08,0.12,-0.98,2.81,3.48,1.89
0.2990,0.08,0.12,-0.98,2.75,3.60,1.89
0.3140,0.08,0.12,-0.98,2.69,3.48,1.95
0.3210,0.08,0.12,-0.98,2.81,3.48,1.89
0.3440,0.08,0.12,-0.98,2.87,3.66,1.89
0.3490,0.08,0.12,-0.98,2.99,3.78,1.95
0.3730,0.08,0.12,-0.98,3.48,3.66,2.08
0.3820,0.08,0.12,-0.98,3.60,3.54,2.01
0.4000,0.09,0.12,-0.98,2.99,3.60,1.95
0.4170,0.08,0.13,-0.98,2.87,3.48,2.01
0.4340,0.08,0.13,-0.99,1.77,3.17,1.77
0.4490,0.08,0.13,-0.99,1.71,3.54,1.71
0.4660,0.08,0.13,-0.99,4.03,3.60,2.20
0.4660,0.09,0.11,-0.97,1.89,3.30,1.95
0.4970,0.08,0.14,-0.99,3.60,3.91,2.08
0.5120,0.08,0.12,-0.98,2.69,3.60,1.83
0.5260,0.08,0.12,-0.98,2.69,3.30,1.89
0.5410,0.09,0.12,-0.98,2.75,3.60,1.95
0.5500,0.08,0.13,-0.98,2.87,3.54,1.89
0.5660,0.09,0.12,-0.98,2.69,3.78,2.01
0.5830,0.09,0.12,-0.98,2.75,3.54,1.89
0.6000,0.08,0.12,-0.98,3.05,3.48,1.89
0.6170,0.08,0.12,-0.98,2.81,3.36,2.01
0.6320,0.08,0.12,-0.98,2.75,3.30,2.01
0.6480,0.09,0.12,-0.98,2.87,3.60,1.95
0.6630,0.08,0.12,-0.98,2.99,3.78,1.83
0.6670,0.09,0.12,-0.98,2.75,3.48,1.89
0.6820,0.08,0.13,-0.98,2.81,3.60,1.95
0.7100,0.08,0.12,-0.98,2.87,3.66,1.95
0.7220,0.08,0.12,-0.98,3.05,3.48,1.89
0.7370,0.08,0.12,-0.98,2.75,3.54,1.89
0.7530,0.08,0.12,-0.98,2.69,3.60,2.01
0.7720,0.08,0.12,-0.98,2.87,3.66,1.89
0.7870,0.08,0.12,-0.98,2.93,3.42,2.01
0.8020,0.08,0.12,-0.98,2.87,3.42,1.77
0.8180,0.08,0.12,-0.98,2.81,3.54,2.01
0.8220,0.08,0.12,-0.98,2.81,3.60,2.01
0.8380,0.08,0.12,-0.98,2.93,3.60,1.83
0.8600,0.08,0.12,-0.98,2.99,3.72,1.83
0.8770,0.08,0.12,-0.98,2.69,3.72,1.89
0.8930,0.08,0.12,-0.98,2.93,3.23,1.89
0.9090,0.08,0.12,-0.98,2.87,3.42,2.01
0.9260,0.09,0.12,-0.98,2.87,3.54,1.95
0.9420,0.08,0.12,-0.98,2.81,3.66,1.89
0.9570,0.09,0.12,-0.98,2.93,3.54,2.01
0.9720,0.08,0.12,-0.98,2.87,3.48,1.83
0.9880,0.08,0.12,-0.98,2.81,3.17,2.01
0.9920,0.09,0.12,-0.98,2.69,3.54,1.95
1.0080,0.08,0.12,-0.98,2.69,3.66,2.01
1.0310,0.08,0.12,-0.98,2.93,3.54,1.83
1.0480,0.08,0.12,-0.98,2.99,3.66,1.89
1.0640,0.08,0.12,-0.98,2.93,3.54,1.95
1.0800,0.08,0.12,-0.98,2.87,3.60,2.01
1.0960,0.09,0.12,-0.98,2.87,3.78,2.08
1.1130,0.09,0.12,-0.98,2.99,3.48,1.89
1.1280,0.08,0.12,-0.98,2.87,3.48,1.89
1.1430,0.09,0.12,-0.98,2.69,3.42,1.95
1.1480,0.09,0.12,-0.98,2.87,3.54,1.95
1.1630,0.09,0.12,-0.98,2.93,3.42,1.77
1.1850,0.08,0.12,-0.98,2.75,3.54,1.95
1.2010,0.08,0.12,-0.98,2.69,3.72,1.83
1.2180,0.08,0.12,-0.98,2.81,3.42,1.77
1.2340,0.08,0.12,-0.98,2.93,3.66,2.14
1.2510,0.09,0.12,-0.98,3.05,3.66,2.01
1.2680,0.08,0.12,-0.98,2.81,3.42,1.83
1.2830,0.09,0.12,-0.98,2.69,3.60,1.83
1.2980,0.08,0.12,-0.98,2.81,3.60,2.01
1.3140,0.08,0.12,-0.98,2.81,3.54,2.01
1.3230,0.08,0.12,-0.98,2.81,3.48,2.08
1.3330,0.08,0.13,-0.98,2.93,3.42,2.01
1.3560,0.09,0.12,-0.98,2.81,3.97,1.95
1.3730,0.08,0.13,-0.98,2.99,3.42,1.95
1.3900,0.08,0.12,-0.99,2.93,3.60,1.83
1.4060,0.08,0.12,-0.98,2.75,3.66,1.89
1.4230,0.08,0.12,-0.98,2.81,3.48,1.95
1.4390,0.09,0.12,-0.98,2.81,3.54,1.83
1.4540,0.09,0.12,-0.99,2.87,3.42,1.95
1.4570,0.08,0.12,-0.98,3.11,3.85,1.83
1.4730,0.08,0.13,-0.98,2.87,3.72,2.01
1.4970,0.09,0.12,-0.98,2.81,3.72,2.01
1.5140,0.09,0.12,-0.98,2.87,3.48,1.95
1.5290,0.08,0.13,-0.98,2.87,3.42,2.01
