Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0110,0.08,0.13,-0.98,2.50,4.03,2.01
0.0260,0.08,0.13,-0.98,2.62,3.54,2.08
0.0350,0.08,0.13,-0.98,2.75,3.78,1.95
0.0510,0.08,0.13,-0.98,2.87,3.60,1.83
0.0670,0.08,0.13,-0.98,2.56,3.60,2.20
0.0850,0.08,0.13,-0.98,2.81,3.30,2.01
0.1000,0.08,0.13,-0.98,3.17,3.05,2.01
0.1160,0.08,0.13,-0.98,3.17,3.23,2.20
0.1180,0.08,0.13,-0.98,3.36,2.75,1.89
0.1340,0.08,0.13,-0.98,2.99,2.81,1.95
0.1510,0.08,0.12,-0.98,3.05,3.11,2.01
0.1670,0.08,0.13,-0.98,2.99,3.78,2.20
0.1840,0.08,0.13,-0.98,3.54,3.17,1.95
0.2010,0.08,0.13,-0.98,3.36,2.69,1.89
0.2170,0.08,0.13,-0.98,3.30,2.87,1.95
0.2340,0.08,0.13,-0.98,2.87,3.05,1.95
0.2510,0.08,0.13,-0.98,3.11,3.05,1.89
0.2650,0.08,0.13,-0.98,3.30,2.87,2.01
0.2810,0.08,0.13,-0.98,3.48,2.87,1.89
0.2950,0.08,0.13,-0.98,3.42,2.75,2.08
0.3100,0.08,0.13,-0.98,3.11,3.23,2.01
0.3180,0.08,0.13,-0.98,2.99,2.93,2.01
0.3340,0.08,0.12,-0.98,3.30,3.05,1.83
0.3510,0.08,0.13,-0.98,3.42,3.05,1.95
0.3680,0.08,0.13,-0.98,3.36,2.81,1.89
0.3850,0.08,0.13,-0.98,3.42,2.93,1.83
0.4010,0.08,0.13,-0.98,3.30,2.62,1.89
0.4160,0.08,0.13,-0.98,3.17,2.87,1.83
0.4330,0.08,0.13,-0.98,3.11,2.87,1.95
0.4340,0.08,0.13,-0.98,3.23,2.62,2.01
0.4650,0.08,0.13,-0.98,2.99,3.36,2.01
0.4810,0.08,0.12,-0.98,3.17,2.87,2.01
0.4970,0.08,0.13,-0.98,3.23,2.81,1.95
0.5130,0.08,0.13,-0.98,3.23,3.05,2.01
0.5180,0.08,0.13,-0.98,3.17,2.93,1.95
0.5440,0.08,0.13,-0.98,3.05,3.17,1.95
0.5590,0.08,0.13,-0.98,3.30,2.99,2.01
0.5730,0.08,0.12,-0.98,3.36,3.05,1.89
0.5840,0.08,0.13,-0.98,3.11,2.99,1.95
0.6010,0.08,0.13,-0.98,2.87,3.05,1.89
0.6190,0.08,0.13,-0.98,2.99,2.99,1.89
0.6340,0.08,0.13,-0.98,3.23,3.11,1.89
0.6340,0.08,0.13,-0.98,3.30,2.93,2.08
0.6640,0.08,0.13,-0.98,3.30,3.11,2.01
0.6800,0.08,0.13,-0.98,3.30,2.75,2.01
0.6950,0.08,0.13,-0.98,2.99,3.30,2.08
0.7100,0.08,0.13,-0.98,3.23,2.69,2.01
0.7170,0.08,0.12,-0.98,3.30,2.69,1.95
0.7330,0.08,0.13,-0.98,3.30,2.62,2.20
0.7540,0.08,0.13,-0.98,3.36,3.23,2.08
0.7710,0.08,0.13,-0.98,3.05,3.30,2.08
0.7860,0.08,0.13,-0.98,3.11,2.75,1.89
0.8020,0.08,0.13,-0.98,3.30,2.50,1.89
0.8170,0.08,0.13,-0.98,3.30,2.75,2.01
