Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0110,0.07,0.13,-0.99,1.77,3.42,1.77
0.0260,0.07,0.13,-0.99,2.08,3.17,1.83
0.0410,0.07,0.13,-0.99,2.75,2.75,1.83
0.0560,0.07,0.13,-0.99,3.36,2.32,1.83
0.0670,0.07,0.13,-0.99,3.30,2.50,2.14
0.0830,0.07,0.13,-0.99,3.66,2.56,1.83
0.1010,0.07,0.13,-0.99,3.54,2.56,1.89
0.1170,0.07,0.13,-0.99,3.60,2.32,1.95
0.1310,0.08,0.13,-0.99,3.48,2.20,1.77
0.1470,0.07,0.13,-0.99,3.48,2.38,1.77
0.1510,0.08,0.13,-0.99,3.36,2.14,1.83
0.1660,0.07,0.13,-0.99,3.23,2.01,1.83
0.1910,0.07,0.13,-0.99,3.36,2.26,1.95
0.2060,0.07,0.13,-0.99,3.42,2.81,1.77
0.2170,0.07,0.13,-0.99,3.36,2.56,1.83
0.2330,0.07,0.13,-0.99,3.30,2.44,1.77
0.2500,0.07,0.13,-0.99,2.99,2.50,1.83
0.2660,0.07,0.13,-0.99,2.99,2.56,1.95
0.2810,0.07,0.13,-0.99,3.42,2.44,1.89
0.2960,0.07,0.13,-0.99,3.30,2.38,1.95
0.3110,0.07,0.13,-0.99,3.23,2.38,1.95
0.3260,0.07,0.13,-0.99,3.11,2.50,1.83
0.3410,0.07,0.13,-0.99,3.05,2.81,1.95
0.3560,0.07,0.13,-0.99,2.50,2.99,1.77
0.3670,0.07,0.13,-0.99,2.75,2.87,1.83
0.3830,0.07,0.13,-0.99,2.93,2.50,1.77
0.4020,0.07,0.13,-0.99,3.30,2.75,1.89
0.4170,0.07,0.13,-0.99,3.30,2.44,1.83
0.4320,0.07,0.13,-0.99,3.11,2.50,1.89
0.4470,0.07,0.13,-0.99,2.87,2.75,1.77
0.4640,0.07,0.13,-0.99,2.38,2.50,1.71
0.4780,0.07,0.13,-0.99,2.50,2.44,1.77
0.4940,0.07,0.13,-0.99,2.81,2.69,1.71
0.5030,0.07,0.12,-0.99,2.69,2.44,1.77
0.5200,0.07,0.12,-0.99,2.62,2.56,1.71
0.5370,0.07,0.13,-0.99,2.87,2.50,1.71
0.5540,0.07,0.13,-0.99,2.99,2.50,2.01
0.5700,0.07,0.13,-0.99,2.38,2.93,2.01
0.5870,0.08,0.13,-0.99,2.56,2.75,2.26
0.6020,0.08,0.13,-0.99,2.20,2.93,2.01
0.6190,0.07,0.12,-0.99,2.50,2.44,1.59
0.6350,0.07,0.12,-0.99,3.11,2.44,1.59
0.6490,0.07,0.13,-0.99,3.17,2.14,2.38
0.6650,0.08,0.12,-0.99,2.99,2.38,2.87
0.6810,0.07,0.13,-0.99,3.48,2.44,2.75
0.6870,0.07,0.13,-0.99,2.62,2.81,2.81
0.7030,0.07,0.12,-0.99,3.11,2.14,3.30
0.7190,0.07,0.11,-0.99,3.42,2.14,2.87
0.7420,0.07,0.12,-0.99,3.17,2.44,2.44
0.7590,0.07,0.13,-0.99,3.11,2.08,2.14
0.7750,0.07,0.13,-0.99,3.91,2.62,2.75
0.7910,0.07,0.13,-0.99,3.72,2.44,2.62
0.8070,0.07,0.12,-0.99,3.54,2.20,2.75
0.8240,0.07,0.12,-0.99,3.97,1.89,2.32
0.8260,0.07,0.12,-0.99,3.60,2.44,1.71
0.8420,0.07,0.13,-0.99,3.17,2.50,1.83
0.8670,0.07,0.12,-0.99,3.72,2.38,1.95
0.8850,0.07,0.12,-0.99,3.11,2.56,2.62
0.8950,0.07,0.12,-0.99,3.05,2.50,2.56
0.9100,0.07,0.12,-0.99,3.48,2.26,2.32
0.9290,0.07,0.13,-0.99,3.78,2.26,2.44
0.9470,0.07,0.12,-0.99,4.15,2.44,2.93
0.9630,0.07,0.12,-0.99,4.09,1.89,2.99
0.9810,0.07,0.12,-0.99,3.72,1.95,2.81
0.9960,0.07,0.12,-0.99,3.54,1.83,2.26
1.0130,0.07,0.12,-0.99,2.75,2.56,2.14
1.0290,0.07,0.12,-0.99,3.05,2.50,1.95
1.0440,0.07,0.12,-0.99,3.78,2.56,1.89
1.0470,0.07,0.13,-0.99,3.48,2.38,2.08
1.0780,0.07,0.13,-0.99,3.54,2.26,2.32
1.0940,0.07,0.12,-0.99,4.27,2.01,2.50
1.1080,0.07,0.13,-0.99,4.09,2.26,2.08
1.1130,0.07,0.12,-0.99,3.78,2.26,1.89
1.1290,0.07,0.13,-0.99,3.85,2.20,1.95
1.1500,0.07,0.13,-0.99,3.85,2.20,2.08
1.1680,0.07,0.12,-1.00,3.91,1.95,2.20
1.1830,0.07,0.12,-0.99,3.66,2.38,2.50
1.2000,0.07,0.12,-0.99,4.21,2.14,1.89
1.2140,0.07,0.13,-0.99,3.97,2.01,1.83
1.2310,0.07,0.13,-0.99,3.72,2.38,2.01
1.2480,0.07,0.13,-0.99,4.21,1.77,2.14
1.2630,0.07,0.13,-0.99,3.78,2.44,2.56
1.2680,0.07,0.12,-0.99,3.48,2.32,2.99
1.2820,0.07,0.12,-0.99,3.66,1.83,2.56
1.3090,0.07,0.12,-0.99,3.48,1.95,2.32
1.3190,0.07,0.12,-0.99,3.72,2.08,2.08
1.3360,0.07,0.13,-0.99,3.54,2.08,2.01
1.3510,0.07,0.13,-0.99,3.54,2.14,2.08
1.3690,0.07,0.13,-0.99,4.03,1.89,2.38
1.3840,0.07,0.13,-0.99,3.85,2.26,3.05
1.3990,0.07,0.13,-0.99,3.97,1.95,3.23
1.4150,0.07,0.12,-0.99,3.91,1.65,2.62
1.4310,0.07,0.13,-0.99,3.54,2.08,2.62
1.4480,0.07,0.12,-0.99,3.85,2.26,2.56
1.4630,0.07,0.12,-0.99,3.48,2.56,2.14
1.4690,0.07,0.13,-0.99,3.42,2.56,2.08
1.4850,0.07,0.13,-0.99,3.66,2.75,2.01
1.5060,0.07,0.13,-0.99,3.66,2.32,2.20
1.5230,0.07,0.13,-0.99,3.48,2.44,2.32
1.5390,0.07,0.13,-0.99,3.54,2.44,2.93
1.5550,0.07,0.15,-0.99,2.99,2.56,3.30
1.5700,0.07,0.12,-0.99,3.97,1.95,4.09
1.5860,0.08,0.12,-0.99,2.62,2.14,3.11
1.6020,0.07,0.13,-0.99,3.23,2.26,2.50
1.6180,0.07,0.11,-1.00,3.91,2.20,2.87
1.6330,0.07,0.11,-0.99,3.23,2.14,2.08
1.6470,0.07,0.12,-0.99,3.60,2.32,1.95
1.6640,0.07,0.13,-0.99,3.72,2.38,1.83
1.6790,0.07,0.13,-0.99,3.30,2.32,1.89
1.6950,0.07,0.13,-0.99,3.05,2.14,1.71
1.7060,0.07,0.13,-0.99,3.30,2.38,1.95
1.7230,0.07,0.13,-0.99,3.54,2.56,1.83
1.7390,0.07,0.13,-0.99,3.54,2.44,1.77
1.7560,0.07,0.13,-0.99,2.99,2.32,1.83
1.7730,0.07,0.13,-0.99,3.23,2.56,1.89
1.7880,0.07,0.13,-0.99,3.23,2.20,2.14
1.7890,0.07,0.13,-0.99,3.48,2.14,2.93
1.8190,0.07,0.13,-0.99,3.23,2.38,3.48
1.8340,0.07,0.13,-0.99,3.05,2.08,3.54
1.8500,0.08,0.12,-0.99,3.17,2.26,3.11
1.8650,0.07,0.12,-0.99,3.36,2.32,2.44
1.8800,0.07,0.13,-0.99,3.66,2.87,2.81
1.8950,0.07,0.13,-0.99,3.66,2.56,3.05
1.9060,0.07,0.14,-0.99,3.30,2.38,3.60
1.9230,0.07,0.13,-0.99,3.05,2.20,3.91
1.9390,0.07,0.12,-0.99,3.30,2.32,3.54
1.9560,0.07,0.12,-0.99,3.11,2.44,3.23
1.9730,0.07,0.12,-0.99,3.60,2.50,3.11
1.9890,0.07,0.12,-0.99,3.17,2.44,2.44
2.0050,0.07,0.13,-0.99,2.99,2.26,2.75
2.0220,0.07,0.13,-0.99,3.36,2.56,3.54
2.0380,0.07,0.12,-0.99,3.11,2.32,3.42
2.0540,0.07,0.12,-0.99,3.11,2.01,3.05
2.0680,0.08,0.13,-0.99,3.23,1.89,2.99
2.0840,0.07,0.13,-0.99,3.36,2.44,2.69
2.0890,0.07,0.13,-0.99,3.17,2.44,2.87
2.1040,0.07,0.12,-0.99,3.36,2.14,3.17
2.1280,0.07,0.12,-0.99,3.05,2.08,3.17
2.1290,0.07,0.13,-0.99,3.05,2.20,2.87
2.1580,0.08,0.13,-0.98,2.81,1.95,4.52
2.1740,0.07,0.12,-1.00,3.72,1.95,3.17
2.1810,0.07,0.13,-0.99,2.75,2.20,3.11
2.1960,0.07,0.13,-0.99,3.23,2.32,3.42
2.2130,0.07,0.13,-0.99,3.91,2.14,3.85
2.2280,0.08,0.13,-0.99,3.36,1.59,4.58
2.2460,0.07,0.13,-0.99,3.78,1.71,3.72
2.2620,0.07,0.13,-0.99,2.99,2.14,3.85
2.2790,0.07,0.13,-0.99,2.87,2.14,4.33
2.2940,0.07,0.11,-0.99,3.42,2.14,4.39
2.3090,0.07,0.11,-0.99,3.11,2.56,2.62
2.3260,0.07,0.12,-0.99,3.36,2.08,2.14
2.3420,0.07,0.12,-0.99,3.66,2.01,1.83
2.3580,0.07,0.13,-0.99,3.48,2.20,2.01
2.3740,0.07,0.13,-0.99,3.48,1.89,1.95
2.3890,0.07,0.13,-0.99,3.66,2.01,2.14
2.3950,0.07,0.13,-0.99,3.97,1.95,2.01
2.4110,0.08,0.13,-0.99,3.60,2.50,2.62
2.4350,0.07,0.13,-0.99,3.23,2.08,2.20
2.4500,0.07,0.13,-0.99,2.93,2.26,2.38
2.4650,0.07,0.13,-0.99,3.23,2.01,2.50
2.4800,0.07,0.13,-0.99,3.36,2.01,2.56
2.4840,0.07,0.13,-0.99,3.36,2.44,2.93
2.5110,0.07,0.13,-0.99,3.36,2.14,2.75
2.5260,0.07,0.12,-0.99,3.48,1.89,2.69
2.5410,0.07,0.13,-0.99,3.66,2.26,2.75
2.5510,0.07,0.14,-0.99,3.30,1.83,3.36
2.5690,0.07,0.12,-0.99,4.03,1.71,3.17
2.5860,0.07,0.13,-0.99,3.36,2.50,3.23
2.6030,0.07,0.13,-0.99,3.60,2.32,3.72
2.6190,0.07,0.12,-0.99,3.05,1.89,3.30
2.6190,0.07,0.12,-0.99,3.05,2.08,3.60
2.6490,0.07,0.12,-0.99,3.72,2.26,2.81
2.6640,0.07,0.12,-0.99,3.42,2.50,2.75
2.6810,0.07,0.12,-0.99,3.30,2.38,2.69
2.6970,0.07,0.13,-0.99,3.60,2.20,2.93
2.7140,0.07,0.13,-0.99,3.17,2.38,2.99
2.7300,0.07,0.12,-0.99,3.17,2.08,2.87
2.7460,0.07,0.12,-0.99,3.36,2.20,2.38
2.7600,0.07,0.13,-1.00,3.36,2.14,2.38
2.7700,0.08,0.13,-0.99,3.30,2.20,2.69
2.7850,0.07,0.13,-0.99,3.36,2.44,2.69
2.8020,0.07,0.13,-0.99,3.05,2.08,3.11
2.8180,0.07,0.12,-0.99,3.23,1.95,3.11
2.8350,0.07,0.12,-0.99,3.42,2.38,3.30
2.8520,0.08,0.13,-0.99,3.60,2.14,3.36
2.8670,0.07,0.13,-0.99,3.97,2.50,2.81
2.8830,0.07,0.13,-0.99,2.93,2.14,3.48
2.8990,0.07,0.13,-0.99,3.36,2.08,3.72
2.9150,0.07,0.13,-0.99,3.11,2.14,3.91
2.9310,0.08,0.12,-0.99,3.54,2.14,3.54
2.9470,0.07,0.12,-0.99,3.66,2.01,2.81
2.9630,0.07,0.13,-0.99,3.48,2.26,2.56
2.9780,0.07,0.13,-0.99,3.60,2.26,2.93
2.9940,0.07,0.13,-0.99,3.42,2.38,3.05
3.0090,0.07,0.13,-0.99,3.60,2.01,3.36
3.0180,0.07,0.12,-0.99,3.60,1.89,2.62
3.0340,0.07,0.12,-0.99,3.54,2.20,2.38
3.0550,0.07,0.13,-0.99,3.85,2.08,2.20
3.0710,0.07,0.13,-0.99,3.85,2.32,2.20
3.0870,0.07,0.13,-0.99,3.42,2.14,2.44
3.1030,0.07,0.13,-0.99,2.93,1.95,2.87
3.1190,0.07,0.13,-0.99,3.42,2.32,2.99
3.1350,0.07,0.13,-0.99,3.72,2.20,2.69
3.1490,0.07,0.12,-0.99,3.78,2.14,2.87
3.1640,0.07,0.13,-0.99,3.48,1.95,2.50
3.1810,0.07,0.13,-0.99,3.66,2.56,3.23
3.1970,0.07,0.13,-0.99,3.72,1.95,3.30
3.2120,0.07,0.13,-0.99,3.36,1.83,4.03
3.2210,0.07,0.12,-0.99,3.36,1.77,4.27
3.2370,0.07,0.13,-0.99,3.48,1.28,3.72
3.2550,0.07,0.12,-0.99,3.72,1.77,3.05
3.2710,0.07,0.12,-0.99,3.48,1.89,2.75
3.2890,0.07,0.13,-0.99,3.36,2.14,3.23
3.3040,0.07,0.13,-0.99,3.42,2.14,3.42
3.3200,0.07,0.13,-0.99,3.54,2.08,3.78
3.3360,0.08,0.13,-0.99,3.05,2.20,4.39
3.3530,0.07,0.13,-0.99,3.54,1.89,3.54
3.3690,0.07,0.13,-0.99,3.30,2.38,3.48
3.3720,0.07,0.13,-0.99,3.23,2.26,2.87
3.3870,0.07,0.13,-0.99,3.17,2.26,3.23
3.4090,0.07,0.12,-0.99,3.72,2.14,3.11
3.4270,0.07,0.13,-0.99,3.66,2.38,3.42
3.4420,0.07,0.13,-0.99,3.42,2.14,3.91
3.4600,0.07,0.13,-0.99,3.54,2.14,3.48
3.4750,0.07,0.12,-0.99,3.11,1.95,3.36
3.4920,0.08,0.13,-1.00,3.36,1.83,3.11
3.4930,0.07,0.13,-0.99,3.17,2.44,3.17
3.5090,0.07,0.12,-1.00,3.91,2.14,3.17
3.5400,0.07,0.13,-0.99,3.05,2.26,3.17
3.5430,0.07,0.12,-0.99,2.99,2.26,3.17
3.5700,0.07,0.12,-0.99,3.17,2.14,3.05
3.5860,0.07,0.13,-0.99,3.17,2.44,2.44
3.5930,0.07,0.13,-0.99,3.60,2.50,2.69
3.6100,0.07,0.13,-0.99,3.60,2.26,2.99
3.6260,0.07,0.13,-0.99,3.42,1.77,3.30
3.6430,0.07,0.13,-0.99,3.17,2.14,3.30
3.6590,0.07,0.12,-0.99,3.11,1.89,3.23
3.6790,0.07,0.13,-0.99,3.54,2.50,2.87
3.6950,0.07,0.13,-0.99,3.36,2.44,3.17
3.7120,0.07,0.13,-0.99,3.30,2.38,3.36
3.7280,0.07,0.14,-0.99,3.42,2.26,4.15
3.7440,0.07,0.13,-0.99,3.54,2.01,4.21
3.7590,0.07,0.13,-0.99,3.42,2.01,3.60
3.7720,0.07,0.13,-0.99,3.48,2.01,3.48
3.7810,0.07,0.13,-0.99,3.54,1.89,3.85
3.8020,0.07,0.13,-0.99,3.48,1.95,4.09
3.8190,0.07,0.13,-0.99,3.60,1.95,3.91
3.8360,0.07,0.13,-0.99,3.11,2.08,4.03
3.8520,0.07,0.13,-0.99,3.42,2.08,4.15
3.8670,0.07,0.13,-0.99,3.36,1.89,3.48
3.8820,0.07,0.13,-0.99,3.54,1.83,3.72
3.8980,0.07,0.13,-0.99,3.42,1.83,3.66
3.9120,0.07,0.13,-0.99,3.60,2.20,3.23
3.9270,0.07,0.12,-0.99,3.54,2.32,2.75
3.9430,0.07,0.12,-0.99,3.48,2.08,2.20
3.9580,0.07,0.13,-0.99,3.54,2.20,2.38
3.9720,0.07,0.13,-0.99,3.36,2.08,2.75
