Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0110,0.11,0.11,-0.98,2.32,0.49,1.83
0.0260,0.07,0.13,-0.99,2.81,0.37,1.28
0.0420,0.08,0.12,-0.99,2.69,0.12,1.28
0.0490,0.08,0.12,-0.99,3.05,0.12,1.40
0.0710,0.08,0.12,-0.99,3.36,0.00,1.28
0.0820,0.08,0.13,-0.99,3.78,-0.06,1.40
0.1000,0.08,0.13,-0.99,3.60,-0.12,1.46
0.1170,0.08,0.12,-0.99,3.48,0.06,1.46
0.1170,0.08,0.13,-0.99,3.30,-0.18,1.46
0.1460,0.08,0.12,-0.99,3.36,-0.18,2.20
0.1610,0.08,0.12,-0.99,3.54,0.00,2.26
0.1710,0.08,0.12,-0.98,3.66,-0.12,1.53
0.1820,0.08,0.12,-0.99,3.78,-0.18,1.53
0.1990,0.08,0.12,-0.99,3.60,-0.12,1.46
0.2160,0.08,0.12,-0.99,3.66,-0.12,1.53
0.2320,0.08,0.12,-0.99,3.60,-0.18,1.53
0.2510,0.08,0.12,-0.99,3.66,-0.12,1.34
0.2660,0.08,0.12,-0.99,3.54,0.12,1.46
0.2710,0.08,0.12,-0.99,3.60,-0.18,1.40
0.2830,0.08,0.12,-0.99,3.54,-0.43,1.40
0.2990,0.08,0.13,-0.99,3.54,-0.67,1.40
0.3160,0.08,0.12,-0.99,3.48,-0.55,1.40
0.3320,0.08,0.12,-0.99,3.42,-0.37,1.46
0.3500,0.08,0.13,-0.99,3.11,-0.37,1.40
0.3710,0.08,0.12,-0.99,3.11,-0.37,1.34
0.3850,0.08,0.12,-0.99,3.48,0.06,1.28
0.4010,0.08,0.13,-0.99,3.60,-0.18,1.53
0.4190,0.08,0.12,-0.99,3.66,-0.12,1.53
0.4340,0.08,0.12,-0.99,3.72,-0.06,1.53
0.4510,0.08,0.13,-0.99,3.97,-0.18,1.46
0.4680,0.08,0.12,-0.99,3.72,-0.18,1.59
0.4840,0.08,0.12,-0.99,3.66,-0.06,1.40
0.4980,0.08,0.12,-0.99,3.85,-0.55,1.46
0.5130,0.08,0.12,-0.99,3.91,0.06,1.59
0.5280,0.08,0.12,-0.99,4.15,-0.43,1.46
0.5430,0.08,0.13,-0.99,4.21,0.00,1.53
0.5580,0.08,0.12,-0.99,4.03,0.00,1.04
0.5710,0.08,0.12,-0.99,4.09,0.18,-0.37
0.5840,0.08,0.12,-0.99,4.15,-0.12,-1.34
0.6020,0.07,0.13,-0.99,3.97,-0.18,-1.22
0.6180,0.07,0.13,-0.99,3.42,0.18,0.37
0.6350,0.07,0.14,-0.98,3.17,0.12,1.04
0.6510,0.08,0.13,-0.99,2.99,-0.24,0.92
0.6680,0.08,0.12,-0.99,3.11,-0.43,1.04
0.6830,0.08,0.13,-0.99,3.66,-0.37,1.28
