Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0110,0.09,0.12,-0.98,2.93,3.66,2.08
0.0250,0.09,0.12,-0.98,3.05,3.30,1.95
0.0400,0.08,0.12,-0.98,2.93,3.36,1.95
0.0560,0.09,0.12,-0.98,3.05,3.17,1.95
0.0670,0.09,0.12,-0.98,3.17,3.36,1.95
0.0830,0.09,0.12,-0.98,2.99,3.42,1.89
0.1000,0.09,0.12,-0.98,2.93,3.36,2.14
0.1150,0.08,0.12,-0.98,2.93,3.60,2.08
0.1300,0.09,0.12,-0.98,2.87,3.17,1.95
0.1460,0.09,0.12,-0.98,2.87,3.30,1.95
0.1600,0.09,0.12,-0.98,2.99,3.17,1.89
0.1750,0.09,0.12,-0.98,3.11,3.23,2.01
0.1900,0.09,0.12,-0.98,3.17,2.99,1.89
0.2050,0.09,0.12,-0.98,3.11,3.48,1.95
0.2160,0.09,0.12,-0.98,3.05,4.03,2.08
0.2330,0.09,0.12,-0.98,3.17,3.54,2.08
0.2500,0.09,0.12,-0.98,3.17,3.36,1.89
0.2650,0.08,0.12,-0.98,3.05,3.17,1.89
0.2810,0.09,0.12,-0.98,2.99,3.36,1.95
0.2950,0.08,0.12,-0.98,3.11,3.30,1.89
0.3110,0.09,0.12,-0.98,3.11,3.23,1.95
0.3260,0.09,0.12,-0.98,2.93,3.54,2.01
0.3420,0.09,0.12,-0.98,3.05,3.36,2.01
0.3580,0.09,0.12,-0.98,3.11,3.42,2.08
0.3720,0.09,0.12,-0.98,3.11,3.17,2.14
0.3830,0.09,0.12,-0.98,2.99,3.42,1.95
0.4000,0.08,0.12,-0.98,3.05,3.11,1.89
0.4160,0.09,0.12,-0.98,3.05,3.36,1.89
0.4330,0.09,0.12,-0.98,2.81,3.36,1.89
0.4500,0.09,0.12,-0.98,2.99,3.42,2.08
0.4660,0.09,0.12,-0.98,2.99,3.05,2.01
0.4820,0.09,0.12,-0.98,3.11,3.42,2.01
0.4970,0.09,0.12,-0.98,2.99,3.60,2.14
0.5120,0.09,0.12,-0.98,3.17,3.42,1.95
0.5270,0.09,0.12,-0.98,3.11,2.99,1.95
0.5420,0.09,0.12,-0.98,3.17,3.30,1.95
0.5570,0.09,0.12,-0.98,2.99,3.17,2.08
0.5720,0.09,0.12,-0.98,2.99,3.30,1.95
0.5840,0.09,0.12,-0.98,2.87,3.48,2.14
0.6000,0.09,0.12,-0.98,2.99,3.11,1.95
0.6170,0.09,0.12,-0.98,3.05,3.11,1.89
0.6340,0.09,0.12,-0.98,2.99,3.30,2.01
0.6500,0.09,0.12,-0.98,2.93,3.42,1.89
0.6660,0.09,0.12,-0.98,3.05,3.17,2.08
0.6820,0.09,0.12,-0.99,2.93,3.11,1.83
0.6990,0.09,0.12,-0.98,2.93,3.42,2.01
0.7140,0.08,0.12,-0.98,2.99,3.54,1.95
0.7290,0.09,0.12,-0.98,2.93,3.36,2.01
0.7420,0.09,0.12,-0.99,2.93,3.23,1.77
0.7580,0.08,0.12,-0.99,3.17,3.11,1.95
0.7740,0.08,0.12,-0.98,3.05,3.11,2.01
