0.139	0	0
0.186	72	93
0.21	72	93
0.227	72	93
0.244	72	93
0.26	72	93
0.277	72	93
0.294	72	93
0.31	72	93
0.327	72	93
0.343	72	93
0.36	72	93
0.378	72	93
0.393	72	93
0.411	72	93
0.427	72	93
0.444	72	93
0.461	72	93
0.477	72	93
0.494	72	93
0.51	72	93
0.526	72	93
0.544	72	93
0.56	72	93
0.577	72	93
0.595	72	93
0.61	72	93
0.627	72	93
0.643	72	93
0.661	72	93
0.677	72	93
0.693	72	93
0.71	72	93
0.726	72	93
0.744	72	93
0.76	72	93
0.777	72	93
0.793	72	93
0.811	72	93
0.827	72	93
0.844	72	93
0.861	72	93
0.877	72	93
0.893	72	93
0.911	72	93
0.927	72	93
0.944	72	93
0.96	72	93
0.977	72	93
0.993	72	93
1.01	72	93
1.028	72	93
1.044	72	93
1.061	72	93
1.078	72	93
1.094	72	93
1.11	72	93
1.127	72	93
1.144	72	93
1.16	72	93
1.176	72	93
1.194	72	93
1.211	72	93
1.227	72	93
1.244	72	93
1.26	72	93
1.277	72	93
1.294	72	93
1.31	72	93
1.327	72	93
1.343	72	93
1.361	72	93
1.377	72	93
1.394	72	93
1.41	72	93
1.427	72	93
1.444	72	93
1.461	72	93
1.477	72	93
1.493	72	93
1.51	72	93
1.527	72	93
1.543	72	93
1.56	72	93
1.577	72	93
1.594	72	93
1.611	72	93
1.627	72	93
1.644	72	93
1.661	72	93
1.677	72	93
1.694	72	93
1.71	72	93
1.727	72	93
1.743	72	93
1.76	72	93
1.777	72	93
1.794	72	93
1.81	72	93
1.827	72	93
1.844	72	93
1.86	72	93
1.877	72	93
1.893	72	93
1.91	72	93
1.926	72	93
1.944	72	93
1.961	72	93
1.977	72	93
1.993	72	93
2.01	72	93
2.027	72	93
2.043	72	93
2.06	72	93
2.077	72	93
2.093	72	93
2.11	72	93
2.127	72	93
2.143	72	93
2.161	72	93
2.177	72	93
2.194	72	93
2.212	72	93
2.227	72	93
2.245	72	93
2.26	72	93
2.277	72	93
2.294	72	93
2.311	72	93
2.327	72	93
2.344	72	93
2.362	72	93
2.377	72	93
2.394	72	93
2.412	72	93
2.427	72	93
2.444	72	93
2.461	72	93
2.477	72	93
2.493	72	93
2.51	72	93
2.527	72	93
2.544	72	93
2.56	72	93
2.577	72	93
2.593	72	93
2.611	72	93
2.626	72	93
2.644	72	93
2.66	72	93
2.677	72	93
2.694	72	93
2.71	72	93
2.727	72	93
2.743	72	93
2.761	72	93
2.777	72	93
2.793	72	93
2.81	72	93
2.827	72	93
2.844	72	93
2.86	72	93
2.877	72	93
2.894	72	93
2.911	72	93
2.927	72	93
2.944	72	93
2.96	72	93
2.977	72	93
2.994	72	93
3.01	72	93
3.027	72	93
3.044	72	93
3.061	72	93
3.077	72	93
3.094	72	93
3.11	72	93
3.127	72	93
3.144	72	93
3.16	72	93
3.176	72	93
3.194	72	93
3.211	72	93
3.227	72	93
3.244	72	93
3.26	72	93
3.277	72	93
3.295	72	93
3.31	72	93
3.328	72	93
3.345	72	93
3.36	72	93
3.378	72	93
3.394	72	93
3.411	72	93
3.427	72	93
3.444	72	93
3.461	72	93
3.477	72	93
3.494	72	93
3.511	72	93
3.527	72	93
3.544	72	93
3.561	72	93
3.577	72	93
3.594	72	93
3.611	72	93
3.627	72	93
3.644	72	93
3.661	72	93
3.677	72	93
3.694	72	93
3.711	72	93
3.727	72	93
3.744	72	93
3.761	72	93
3.777	72	93
3.794	72	93
3.811	72	93
3.827	72	93
3.844	72	93
3.861	72	93
3.877	72	93
3.894	72	93
3.911	72	93
3.927	72	93
3.944	72	93
3.961	72	93
3.977	72	93
3.993	72	93
4.011	72	93
4.027	72	93
4.044	72	93
4.06	72	93
4.078	72	93
4.094	72	93
4.111	72	93
4.127	72	93
4.144	72	93
4.16	72	93
4.178	72	93
4.194	72	93
4.21	72	93
4.227	72	93
4.244	72	93
4.261	72	93
4.277	72	93
4.294	72	93
4.31	72	93
4.327	72	93
4.344	72	93
4.361	72	93
4.377	72	93
4.394	72	93
4.41	72	93
4.427	72	93
4.443	72	93
4.461	72	93
4.477	72	93
4.494	72	93
4.51	72	93
4.527	72	93
4.544	72	93
4.561	72	93
4.577	72	93
4.594	72	93
4.611	72	93
4.627	72	93
4.644	72	93
4.66	72	93
4.678	72	93
4.694	72	93
4.711	72	93
4.727	72	93
4.744	72	93
4.761	72	93
4.777	72	93
4.794	72	93
4.81	72	93
4.828	72	93
4.844	72	93
4.861	72	93
4.877	72	93
4.894	72	93
4.91	72	93
4.927	72	93
4.945	72	93
4.96	72	93
4.977	72	93
4.994	72	93
5.012	72	93
5.027	72	93
5.044	72	93
5.061	72	93
5.077	72	93
5.094	72	93
5.111	72	93
5.127	72	93
5.144	72	93
5.16	72	93
5.177	72	93
5.194	72	93
5.211	72	93
5.228	72	93
5.244	72	93
5.261	72	93
5.277	72	93
5.293	72	93
5.311	72	93
5.327	72	93
5.344	72	93
5.36	72	93
5.378	72	93
5.393	72	93
5.411	72	93
5.427	72	93
5.443	72	93
5.46	72	93
5.478	72	93
5.494	72	93
5.511	72	93
5.527	72	93
5.544	72	93
5.561	72	93
5.577	72	93
5.594	72	93
5.61	72	93
5.627	72	93
5.644	72	93
5.66	72	93
5.677	72	93
5.693	72	93
5.711	72	93
5.727	72	93
5.744	72	93
5.76	72	93
5.777	72	93
5.793	72	93
5.81	72	93
5.827	72	93
5.843	72	93
5.861	72	93
5.877	72	93
5.894	72	93
5.91	72	93
5.927	72	93
5.944	72	93
5.96	72	93
5.977	72	93
5.993	72	93
6.011	72	93
6.027	72	93
6.044	72	93
6.061	72	93
6.077	72	93
6.094	72	93
6.11	72	93
6.127	72	93
6.143	72	93
6.161	72	93
6.177	72	93
6.194	72	93
6.211	72	93
6.227	72	93
6.244	72	93
6.261	72	93
6.277	72	93
6.294	72	93
6.31	72	93
6.327	72	93
6.345	72	93
6.36	72	93
6.377	72	93
6.393	72	93
6.411	72	93
6.427	72	93
6.444	72	93
6.46	72	93
6.477	72	93
6.493	72	93
6.511	72	93
6.527	72	93
6.545	72	93
6.56	72	93
6.578	72	93
6.594	72	93
6.611	72	93
6.627	72	93
6.644	72	93
6.66	72	93
6.677	72	93
6.694	72	93
6.711	72	93
6.727	72	93
6.744	72	93
6.761	72	93
6.777	72	93
6.794	72	93
6.811	72	93
6.828	72	93
6.844	72	93
6.861	72	93
6.877	72	93
6.895	72	93
6.911	72	93
6.928	72	93
6.944	72	93
6.961	72	93
6.977	72	93
6.994	72	93
7.011	72	93
7.027	72	93
7.044	72	93
7.061	72	93
7.078	72	93
7.094	72	93
7.111	72	93
7.128	72	93
7.144	72	93
7.161	72	93
7.177	72	93
7.194	72	93
7.211	72	93
7.227	72	93
7.244	72	93
7.26	72	93
7.278	72	93
7.294	72	93
7.31	72	93
7.327	72	93
7.344	72	93
7.36	72	93
7.377	72	93
7.394	72	93
7.41	72	93
7.428	72	93
7.445	72	93
7.461	72	93
7.477	72	93
7.495	72	93
7.51	72	93
7.528	72	93
7.545	72	93
7.561	72	93
7.577	72	93
7.595	72	93
7.61	72	93
7.628	72	93
7.645	72	93
7.661	72	93
7.678	72	93
7.694	72	93
7.711	72	93
7.727	72	93
7.743	72	93
7.761	72	93
7.778	72	93
7.794	72	93
7.811	72	93
7.827	72	93
7.844	72	93
7.861	72	93
7.877	72	93
7.894	72	93
7.911	72	93
7.927	72	93
7.944	72	93
7.961	72	93
7.977	72	93
7.994	72	93
8.011	72	93
8.027	72	93
8.044	72	93
8.06	72	93
8.077	72	93
8.094	72	93
8.111	72	93
8.127	72	93
8.144	72	93
8.16	72	93
8.178	72	93
8.194	72	93
8.211	72	93
8.227	72	93
8.245	72	93
8.26	72	93
8.278	72	93
8.294	72	93
8.311	72	93
8.327	72	93
8.344	72	93
8.361	72	93
8.378	72	93
8.394	72	93
8.411	72	93
8.428	72	93
8.444	72	93
8.461	72	93
8.478	72	93
8.494	72	93
8.511	72	93
8.528	72	93
8.544	72	93
8.56	72	93
8.577	72	93
8.594	72	93
8.61	72	93
8.628	72	93
8.644	72	93
8.661	72	93
8.677	72	93
8.694	72	93
8.711	72	93
8.727	72	93
8.744	72	93
8.761	72	93
8.778	72	93
8.794	72	93
8.811	72	93
8.828	72	93
8.844	72	93
8.86	72	93
8.878	72	93
8.894	72	93
8.911	72	93
8.927	72	93
8.944	72	93
8.961	72	93
8.977	72	93
8.994	72	93
9.011	72	93
9.028	72	93
9.044	72	93
9.061	72	93
9.078	72	93
9.094	72	93
9.11	72	93
9.127	72	93
9.144	72	93
9.16	72	93
9.177	72	93
9.195	72	93
9.212	72	93
9.227	72	93
9.244	72	93
9.26	72	93
9.277	72	93
9.293	72	93
9.31	72	93
9.327	72	93
9.343	72	93
9.361	72	93
9.377	72	93
9.394	72	93
9.41	72	93
9.428	72	93
9.444	72	93
9.461	72	93
9.477	72	93
9.494	72	93
9.511	72	93
9.528	72	93
9.544	72	93
9.56	72	93
9.578	72	93
9.594	72	93
9.61	72	93
9.628	72	93
9.644	72	93
9.661	72	93
9.678	72	93
9.694	72	93
9.711	72	93
9.727	72	93
9.744	72	93
9.76	72	93
9.777	72	93
9.793	72	93
9.811	72	93
9.827	72	93
9.845	72	93
9.861	72	93
9.877	72	93
9.894	72	93
9.911	72	93
9.928	72	93
9.944	72	93
9.961	72	93
9.978	72	93
9.994	72	93
10.011	72	93
10.027	72	93
10.044	72	93
10.061	72	93
10.078	72	93
10.094	72	93
10.11	72	93
10.127	72	93
10.144	72	93
10.16	72	93
10.177	72	93
10.194	72	93
10.211	72	93
10.228	72	93
10.244	72	93
10.261	72	93
10.278	72	93
10.294	72	93
10.311	72	93
10.327	72	93
10.344	72	93
10.36	72	93
10.377	72	93
10.394	72	93
10.411	72	93
10.427	72	93
10.444	72	93
10.461	72	93
10.478	72	93
10.494	72	93
10.511	72	93
10.527	72	93
10.544	72	93
10.56	72	93
10.577	72	93
10.594	72	93
10.61	72	93
10.628	72	93
10.644	72	93
10.661	72	93
10.677	72	93
10.694	72	93
10.711	72	93
10.728	72	93
10.744	72	93
10.761	72	93
10.778	72	93
10.794	72	93
10.81	72	93
10.828	72	93
10.844	72	93
10.861	72	93
10.878	45	86
10.894	0	31
10.911	0	0
10.928	0	0
10.944	0	0
10.962	0	0
10.978	0	0
10.994	0	0
11.01	0	0
11.027	0	0
11.045	0	0
11.061	0	0
11.078	0	0
11.094	0	0
11.111	0	0
11.127	0	0
11.144	0	0
11.161	0	0
11.177	0	0
11.195	0	0
11.211	0	0
11.227	0	0
11.244	0	0
11.261	0	0
11.277	0	0
11.294	0	0
11.31	0	0
11.327	0	0
11.344	0	0
11.361	0	0
11.377	0	0
11.394	0	0
11.411	0	0
11.427	0	0
11.445	0	0
11.461	0	0
11.477	0	0
11.494	0	0
11.511	0	0
11.527	0	0
11.544	0	0
11.56	0	0
11.577	0	0
11.594	0	0
11.611	0	0
11.628	0	0
11.644	0	0
11.661	0	0
11.677	0	0
11.695	0	0
11.711	0	0
11.728	0	0
11.744	0	0
11.76	0	0
11.779	0	0
11.795	0	0
11.811	0	0
11.828	0	0
11.845	0	0
11.861	14	0
11.878	55	0
11.895	119	0
11.911	224	0
11.928	305	0
11.944	351	0
11.96	380	0
11.978	385	0
11.994	387	0
12.011	387	0
12.027	388	0
12.045	395	0
12.061	418	0
12.077	475	0
12.094	518	0
12.111	561	0
12.127	594	0
12.144	653	0
12.161	711	0
12.178	752	0
12.195	788	0
12.211	812	0
12.227	843	0
12.244	883	0
12.261	964	0
12.277	1027	0
12.295	1071	0
12.311	1094	0
12.327	1102	6
12.344	1105	22
