Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0090,0.07,0.13,-0.99,3.05,3.85,2.69
0.0170,0.07,0.13,-0.99,3.17,3.72,2.93
0.0390,0.07,0.13,-0.99,3.23,3.97,2.75
0.0510,0.07,0.13,-0.99,3.36,3.42,2.62
0.0670,0.07,0.13,-0.99,3.54,3.54,2.62
0.0840,0.07,0.13,-0.99,3.17,3.97,2.69
0.0840,0.07,0.13,-0.99,3.36,3.91,2.75
0.1140,0.07,0.13,-0.99,3.23,3.91,2.81
0.1290,0.07,0.13,-0.99,3.23,3.66,2.75
0.1440,0.07,0.13,-0.99,3.17,3.85,2.81
0.1580,0.07,0.13,-0.99,3.23,3.54,2.81
0.1740,0.07,0.13,-0.98,3.17,3.97,2.62
0.1890,0.07,0.13,-0.99,3.36,3.91,2.75
0.2000,0.07,0.13,-0.99,3.30,3.78,2.69
0.2170,0.07,0.13,-0.99,3.42,3.72,2.62
0.2330,0.07,0.13,-0.99,3.23,3.54,2.62
0.2490,0.07,0.13,-0.99,3.36,3.85,2.75
0.2640,0.07,0.13,-0.99,3.42,3.60,2.81
0.2790,0.07,0.13,-0.99,3.23,3.91,2.62
0.2930,0.07,0.13,-0.99,3.30,3.97,2.75
0.3090,0.07,0.13,-0.99,3.23,3.66,2.75
0.3170,0.07,0.13,-0.99,3.36,3.78,2.75
0.3390,0.07,0.13,-0.99,3.30,3.78,2.75
0.3500,0.07,0.13,-0.98,3.11,3.85,2.69
0.3680,0.07,0.13,-0.99,3.17,3.97,2.56
0.3840,0.07,0.13,-0.99,3.11,4.21,2.75
0.3980,0.07,0.13,-0.99,3.05,3.85,2.75
0.4150,0.07,0.13,-0.99,3.05,3.97,2.75
0.4300,0.07,0.13,-0.99,3.17,3.66,2.87
0.4450,0.07,0.13,-0.99,3.17,3.72,2.81
0.4610,0.07,0.13,-0.99,3.30,4.03,2.87
0.4660,0.07,0.13,-0.99,2.99,4.15,2.81
0.4820,0.07,0.13,-0.99,3.23,3.97,2.87
0.5060,0.07,0.13,-0.99,3.30,3.85,2.93
0.5210,0.07,0.13,-0.99,3.17,3.91,2.93
0.5380,0.07,0.13,-0.99,3.17,3.85,2.62
0.5540,0.07,0.13,-0.99,3.23,3.66,2.69
0.5700,0.07,0.13,-0.99,3.23,3.97,2.93
0.5850,0.07,0.13,-0.99,3.42,3.66,2.56
0.6000,0.07,0.13,-0.99,3.30,3.66,2.69
0.6040,0.07,0.13,-0.99,3.17,3.97,2.81
0.6200,0.07,0.13,-0.99,3.30,3.66,2.62
0.6430,0.07,0.13,-0.99,3.30,3.97,2.87
0.6590,0.07,0.13,-0.99,3.17,3.97,2.69
0.6760,0.07,0.13,-0.99,3.23,3.97,2.81
0.6920,0.07,0.13,-0.99,3.23,3.91,2.69
0.6930,0.07,0.13,-0.99,3.36,3.72,2.75
0.7100,0.07,0.13,-0.99,3.30,3.66,2.69
0.7270,0.07,0.13,-0.99,3.05,3.91,2.75
0.7440,0.07,0.13,-0.99,3.17,3.91,2.62
0.7590,0.07,0.13,-0.99,3.36,3.72,2.75
0.7760,0.07,0.13,-0.99,3.23,3.72,2.81
0.7930,0.07,0.13,-0.99,3.30,3.72,2.75
