Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0130,0.07,0.12,-0.98,2.44,3.60,2.08
0.0280,0.07,0.12,-0.99,3.66,3.17,2.01
0.0430,0.07,0.12,-0.99,3.54,3.17,1.65
0.0580,0.07,0.11,-0.99,3.30,2.99,1.59
0.0660,0.08,0.12,-0.99,3.23,3.42,1.40
0.0880,0.08,0.12,-0.99,2.87,3.48,1.53
0.0990,0.08,0.12,-0.99,2.14,3.97,1.40
0.1160,0.08,0.12,-0.99,1.71,4.21,1.77
0.1320,0.07,0.12,-0.99,1.04,4.21,1.83
0.1480,0.07,0.11,-0.99,0.85,3.91,2.32
0.1630,0.07,0.11,-0.98,0.18,4.15,2.69
0.1780,0.07,0.12,-0.98,1.53,3.42,2.87
0.1930,0.07,0.11,-0.99,1.22,3.23,3.11
0.2070,0.08,0.12,-0.99,2.14,3.36,2.56
0.2230,0.07,0.12,-0.99,1.22,3.72,2.44
0.2390,0.09,0.12,-0.99,3.30,3.05,2.44
0.2490,0.10,0.12,-0.99,3.23,3.42,2.32
0.2660,0.06,0.11,-0.97,1.83,3.78,2.32
0.2820,0.08,0.12,-0.99,2.99,3.91,2.87
0.2980,0.10,0.14,-0.99,2.56,3.97,1.77
0.3130,0.11,0.17,-0.99,1.71,3.78,3.97
0.3270,0.11,0.18,-0.98,0.31,3.23,7.32
0.3330,0.09,0.14,-1.00,-2.08,1.77,16.05
0.3580,0.09,0.13,-0.97,-3.36,2.32,15.44
0.3730,0.07,0.10,-0.99,-0.55,2.08,13.61
0.3840,0.07,0.08,-0.99,-1.10,1.95,12.39
0.3990,0.06,0.06,-0.99,-0.67,2.32,9.95
0.4160,0.07,0.08,-0.98,2.62,2.75,4.76
0.4320,0.11,0.11,-0.97,8.18,2.26,0.49
0.4490,0.08,0.15,-1.00,11.05,2.32,-1.83
0.4640,0.07,0.19,-1.01,2.20,3.05,-0.49
0.4810,0.07,0.11,-0.98,-0.92,3.42,2.69
0.4830,0.05,0.07,-1.02,2.69,2.50,6.23
0.5110,0.07,0.08,-0.99,-1.22,2.81,8.06
0.5280,0.04,0.07,-0.99,1.16,2.69,8.06
0.5440,0.08,0.11,-1.00,3.05,3.05,3.78
0.5590,0.07,0.10,-0.99,-0.92,3.78,1.59
0.5750,0.11,0.11,-0.99,-0.61,3.66,1.10
0.5900,0.10,0.11,-0.98,-0.49,3.72,0.49
0.6000,0.09,0.14,-0.99,1.34,3.23,0.61
0.6160,0.09,0.14,-1.00,-4.46,4.52,1.28
0.6320,0.08,0.10,-0.97,-8.06,5.00,3.54
0.6490,0.07,0.10,-0.99,-2.69,3.78,5.55
0.6640,0.10,0.10,-0.98,13.92,2.26,4.52
0.6800,0.05,0.07,-0.98,3.11,2.62,2.81
0.6940,0.02,0.09,-1.00,5.68,2.26,1.95
0.7090,0.06,0.10,-0.99,4.64,2.81,1.28
0.7250,0.05,0.11,-0.99,5.25,2.62,1.04
0.7400,0.06,0.11,-0.99,4.70,2.81,0.85
0.7490,0.06,0.16,-1.03,2.87,3.42,0.98
0.7660,0.08,0.14,-1.02,-13.73,7.39,0.61
0.7830,0.07,0.06,-0.93,-17.46,8.00,-0.61
0.7990,0.05,0.04,-0.97,3.66,3.42,-1.71
0.8160,0.07,0.07,-0.99,9.70,2.14,0.00
0.8310,0.07,0.09,-0.99,10.68,1.89,1.59
0.8470,0.08,0.10,-1.00,9.34,2.32,2.08
