Timestamp, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0.0120,0.08,0.11,-0.99,3.23,-0.24,1.53
0.0280,0.08,0.11,-0.99,3.54,-0.43,1.53
0.0430,0.08,0.11,-0.99,3.42,0.00,1.59
0.0580,0.08,0.11,-0.99,3.42,-0.31,1.65
0.0730,0.08,0.11,-0.99,3.48,0.00,1.59
0.0820,0.08,0.11,-0.99,3.48,-0.43,1.53
0.1000,0.08,0.11,-0.99,3.42,-0.37,1.46
0.1170,0.08,0.11,-0.99,3.48,-0.43,1.53
0.1330,0.08,0.11,-0.99,3.48,-0.43,1.46
0.1480,0.08,0.11,-0.99,3.48,-0.31,1.46
0.1630,0.08,0.11,-0.99,3.36,-0.43,1.46
0.1660,0.08,0.11,-0.99,3.66,-0.55,1.59
0.1830,0.08,0.11,-0.99,3.66,-15.63,1.71
0.2000,0.08,0.11,-0.99,3.60,0.06,1.59
0.2230,0.08,0.11,-0.99,3.66,-0.18,1.53
0.2390,0.08,0.11,-0.99,3.60,-0.24,1.53
0.2500,0.08,0.11,-0.99,3.42,-0.18,1.59
0.2660,0.08,0.11,-0.99,3.54,-0.31,1.65
0.2810,0.08,0.11,-0.99,3.48,-0.37,1.53
0.2990,0.08,0.11,-0.99,3.66,-0.18,1.53
0.3140,0.08,0.11,-0.99,3.36,-0.37,1.40
0.3200,0.08,0.11,-0.99,3.42,0.00,1.53
0.3350,0.08,0.11,-0.99,3.60,-0.06,1.71
0.3510,0.08,0.11,-0.99,3.48,-0.18,1.65
0.3720,0.08,0.11,-0.99,3.48,-0.49,1.46
0.3890,0.09,0.10,-0.99,3.54,-0.43,1.28
0.4060,0.07,0.11,-0.99,3.42,-0.12,1.34
0.4220,0.08,0.11,-0.99,3.30,-0.37,1.53
0.4380,0.08,0.11,-0.98,3.36,-0.31,1.53
0.4530,0.08,0.11,-0.98,3.42,-0.43,1.46
0.4690,0.08,0.11,-0.99,3.36,-0.24,1.53
0.4860,0.08,0.11,-0.99,3.42,-0.18,1.46
0.5010,0.08,0.11,-0.99,3.48,-0.24,1.53
0.5060,0.08,0.11,-0.99,3.42,-0.43,1.46
0.5220,0.08,0.11,-0.99,3.42,-0.24,1.59
0.5450,0.08,0.11,-0.99,3.42,-0.24,1.34
0.5610,0.08,0.11,-0.99,3.54,-0.24,1.59
0.5780,0.08,0.11,-0.99,3.17,-0.31,1.53
0.5950,0.08,0.11,-0.99,2.93,-0.49,1.95
0.6110,0.09,0.12,-0.99,3.23,-0.18,2.44
